ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE,AGE_CAR_SEGMENT
28359O08VH,43,0,123728.0,487,0,3
28364X13XG,37,0,408879.0,134,0,1
28367I09YZ,31,1,249739.0,257,1,2
28368R65UN,63,1,339373.0,816,1,4
28370J31XY,34,1,347237.0,451,1,3
28370V97RD,64,0,312300.0,269,0,2
28373A03TW,64,1,168328.0,293,0,2
28374U09TY,28,1,253592.0,249,1,2
28375C96NE,64,1,359112.0,287,0,2
28375R84GP,37,0,365881.0,301,0,2
28375U86BC,50,0,180747.0,287,1,2
28376F07NC,57,0,164144.0,411,1,3
28383Z97FM,53,1,91189.0,715,0,4
28386J82NR,36,1,338992.0,165,0,1
28399B82DE,65,0,609919.0,279,1,2
28399M16AL,30,1,375702.0,333,1,2
28405T65QY,62,0,522284.0,683,1,4
28406J29HK,47,0,293171.0,214,0,2
28408O02FU,27,1,337954.0,411,0,3
28408X83GN,42,1,394445.0,641,0,4
28412K58LS,64,1,118488.0,468,0,3
28417I98NX,63,0,529461.0,489,1,3
28418Z18NJ,63,1,474795.0,460,1,3
28420L23AZ,39,1,747336.0,352,0,2
28421U83XG,30,0,196558.0,88,0,1
28422N31FD,52,1,502627.0,388,1,3
28424D48AM,37,0,689411.0,835,1,4
28425M87FZ,57,1,481672.0,211,1,2
28425X14KT,60,1,313408.0,186,1,1
28428M95GA,46,1,422139.0,1014,1,4
28436E89JS,57,0,787330.0,447,1,3
28436U57TX,62,1,400288.0,385,1,3
28438M65MZ,54,1,189864.0,913,1,4
28447W80EI,39,1,380813.0,332,0,2
28448T49IU,59,0,365519.0,66,0,1
28453Q10VK,45,1,753299.0,332,0,2
28462Y42DD,35,0,284651.0,198,0,1
28469N55BA,44,0,238341.0,446,0,3
28470M24HB,25,1,435923.0,240,0,2
28472F76UC,48,0,346213.0,398,0,3
28475A75BP,29,1,352448.0,390,1,3
28476M15XZ,31,1,388491.0,78,0,1
28476N98CA,50,1,490397.0,647,1,4
28476V02JB,37,1,401205.0,193,0,1
28477L98AY,25,0,248642.0,462,0,3
28479R48GF,28,0,227691.0,389,1,3
28481A76BJ,63,1,460768.0,452,1,3
28481N46GX,50,0,259311.0,205,1,2
28482E84JV,54,1,343565.0,299,0,2
28485N40EH,28,0,290067.0,51,1,1
28487W15GM,58,1,387299.0,279,0,2
28487Z16RU,56,0,226786.0,884,1,4
28489X00GG,63,1,189891.0,346,0,2
28490X87CQ,48,0,488017.0,448,1,3
28494Q72ZK,27,0,168501.0,937,1,4
28496L14RP,47,1,365795.0,218,1,2
28502C96US,26,0,214847.0,561,1,4
28504E73ME,51,0,401754.0,241,1,2
28507I34VG,28,1,179779.0,225,0,2
28509N16KP,31,0,141705.0,258,0,2
28510N21GP,64,0,712855.0,283,1,2
28510R02EP,49,0,313933.0,271,1,2
28512C14SS,48,0,292586.0,33,0,1
28515H47MD,63,1,509067.0,264,0,2
28519J98DJ,62,1,531205.0,420,1,3
28521E15FX,54,0,676762.0,777,1,4
28521K27SX,44,1,357987.0,947,1,4
28522K47NE,37,0,182622.0,474,1,3
28526G73SB,61,1,386235.0,144,1,1
28530N05KL,35,1,469891.0,266,0,2
28538O27QF,39,0,582867.0,205,1,2
28539Q65RH,63,0,479127.0,468,1,3
28541W32FU,59,1,255893.0,182,0,1
28542N28MV,46,0,541459.0,249,1,2
28548P71CX,43,0,446621.0,290,1,2
28556X60QT,53,1,281384.0,481,1,3
28557H56TS,38,0,737069.0,489,0,3
28560H41JB,50,1,615981.0,243,0,2
28561W64TN,54,0,767356.0,384,1,3
28565W58HI,45,0,212907.0,427,0,3
28570R85YP,31,0,253897.0,121,0,1
28571O01TM,62,1,374232.0,257,0,2
28577U52HP,43,0,618211.0,407,1,3
28578A61FL,36,0,145626.0,324,0,2
28578G59SR,38,0,187348.0,259,1,2
28588E77UT,56,0,270759.0,958,1,4
28590F54JP,61,1,440608.0,325,0,2
28595K19EP,53,0,140409.0,599,0,4
28603K43VE,59,0,782573.0,242,0,2
28608P22HK,46,1,490947.0,532,1,4
28609O48JQ,27,0,184141.0,225,0,2
28610B96SM,61,1,241205.0,970,1,4
28613W97GE,49,1,402781.0,229,0,2
28614M82LV,37,1,326581.0,103,0,1
28620J03GW,46,1,638733.0,264,0,2
28620J87YZ,53,0,599766.0,326,0,2
28622X74EU,25,1,377933.0,101,1,1
28633V62IC,42,0,183696.0,437,0,3
28637R39RO,53,0,668905.0,111,0,1
28638F09YI,26,0,202837.0,227,0,2
28639Z89SF,52,0,546396.0,345,1,2
28641L98QF,39,0,791219.0,168,0,1
28643O03WJ,25,1,340816.0,331,1,2
28643U22TI,28,0,217979.0,484,1,3
28644T71FM,30,1,460437.0,224,1,2
28651F47DW,47,0,702453.0,271,0,2
28657F44PK,33,0,237808.0,52,1,1
28657U57ZB,48,0,429700.0,142,1,1
28658D28WD,37,0,489509.0,342,0,2
28666Y15FL,51,1,175995.0,201,0,2
28668M93OP,34,1,160299.0,449,1,3
28669G69OX,44,0,277832.0,439,1,3
28669K31QN,62,0,554598.0,462,0,3
28673I44AZ,42,0,672779.0,211,0,2
28673W56UN,46,0,229205.0,446,1,3
28675P41DD,34,0,235519.0,338,1,2
28677M96WW,40,0,213999.0,221,0,2
28677P02VP,39,1,423448.0,134,0,1
28678M95EI,61,0,567862.0,236,1,2
28680X58VR,64,1,207315.0,964,1,4
28681Y40TT,55,1,255901.0,439,1,3
28682Y16DG,31,1,319193.0,491,1,3
28684X31PH,54,0,399580.0,298,1,2
28686V55JL,35,1,225085.0,302,1,2
28686Y84BA,50,0,117117.0,373,1,3
28687R88PX,33,0,277788.0,813,0,4
28688P97ZU,43,0,217794.0,363,1,3
28689X09TY,44,1,699480.0,502,0,4
28690P16WD,33,0,194631.0,636,1,4
28693E95OS,34,0,161017.0,438,1,3
28695J90AW,60,0,265893.0,494,1,3
28695O93AO,32,1,397235.0,370,1,3
28698D43SN,41,1,411211.0,464,0,3
28705I59WG,49,0,291661.0,455,1,3
28705L88LY,45,0,364586.0,210,1,2
28706D35YB,32,1,168803.0,269,0,2
28706Y08JO,48,1,391608.0,222,1,2
28708Z71ER,31,0,137093.0,280,0,2
28710U80PP,40,1,368600.0,238,0,2
28711O71CD,27,0,121111.0,40,0,1
28712A84SU,48,0,137101.0,487,1,3
28712O46YT,36,0,113177.0,219,0,2
28714T55TG,65,0,115173.0,118,0,1
28719G15OT,29,0,112247.0,122,1,1
28721D02QH,64,0,378395.0,257,0,2
28721Y37SK,63,1,90701.0,424,0,3
28723V70WN,44,0,171830.0,221,1,2
28724N46DJ,58,1,382085.0,410,0,3
28731F93CF,60,0,747479.0,329,0,2
28731G77QW,26,1,421499.0,497,1,3
28731T10AE,30,0,168474.0,318,0,2
28734L48OA,46,0,374673.0,189,0,1
28737W89BA,59,0,202638.0,250,1,2
28738D29WH,43,0,203466.0,405,1,3
28743M89TZ,57,1,308685.0,435,1,3
28750D29TZ,54,0,420338.0,61,1,1
28753L82SJ,46,0,566053.0,373,1,3
28756O96ZF,45,0,279273.0,207,0,2
28756Z88EM,33,0,269772.0,272,1,2
28758X49YE,53,1,350979.0,484,1,3
28764I12YT,49,1,456133.0,184,0,1
28767U41WD,53,1,521992.0,356,0,2
28768T01NI,28,0,142390.0,714,0,4
28768Y02WN,65,1,142168.0,355,0,2
28770U86VN,47,1,304213.0,245,1,2
28771H73ZO,49,0,532032.0,414,1,3
28774S14IC,37,0,161532.0,247,0,2
28776Z19TA,44,1,459595.0,327,0,2
28778S18CZ,49,1,747315.0,415,1,3
28778Z75JB,52,1,419923.0,813,1,4
28783O19CT,38,0,481614.0,470,0,3
28787Q22AO,34,0,263620.0,245,0,2
28789A94XO,53,0,322743.0,387,1,3
28792S17UX,63,1,150875.0,199,1,1
28793K23PD,59,1,412280.0,581,0,4
28796M42GF,56,1,160541.0,661,1,4
28798H31ZD,57,1,209389.0,601,0,4
28799P53NT,33,1,147683.0,340,1,2
28802O97EK,31,1,321160.0,379,0,3
28804L81CS,60,0,596477.0,353,1,2
28807H03EY,63,0,561702.0,301,1,2
28808G14TE,34,1,160661.0,271,1,2
28813Q25FL,38,0,279746.0,241,0,2
28814T69YJ,29,1,445100.0,357,1,2
28815M99EZ,28,1,312672.0,464,1,3
28815P84CA,57,0,589054.0,300,0,2
28816A88UH,32,1,287155.0,317,0,2
28817P50KG,58,0,628300.0,143,0,1
28819B07NS,61,0,773007.0,128,0,1
28820J43CI,45,1,753019.0,484,1,3
28820O34QN,51,0,197264.0,1014,0,4
28824L48MQ,40,1,562981.0,69,0,1
28824Y23IW,43,1,639603.0,286,0,2
28828T50DJ,30,1,370581.0,305,0,2
28833A43XG,31,0,196328.0,99,0,1
28833H59WO,44,1,553104.0,60,0,1
28833U42OG,46,0,623381.0,393,0,3
28846M92KW,56,0,178766.0,160,0,1
28846Q83SB,61,0,466670.0,434,1,3
28846Z59SE,45,0,651816.0,320,1,2
28855F40DN,41,1,566107.0,284,0,2
28857V00ZI,46,0,617363.0,823,1,4
28859C60JN,42,1,667405.0,408,1,3
28860C73TQ,50,1,338629.0,424,0,3
28863N88OA,36,0,344795.0,292,1,2
28866X27QK,37,1,736149.0,483,1,3
28867K57CP,34,1,215827.0,411,0,3
28868B35KC,62,0,224091.0,389,1,3
28876U98GN,27,0,242021.0,90,0,1
28877O57AD,65,1,286963.0,705,1,4
28881D49QV,33,1,360704.0,359,1,2
28883M04QG,57,1,513912.0,228,1,2
28886R53JK,43,0,401606.0,459,1,3
28889L81XU,58,1,275083.0,374,1,3
28893I52XA,33,0,219811.0,820,1,4
28896L15LF,56,0,532889.0,774,1,4
28898G62AM,28,0,178509.0,211,0,2
28899I76MI,26,1,340946.0,253,0,2
28900V90FH,25,1,408251.0,392,1,3
28901M62AB,59,1,316080.0,15,1,1
28902N50RE,55,0,464162.0,945,1,4
28903N70DO,28,1,473613.0,418,1,3
28905P63MO,48,1,664309.0,1015,1,4
28909V96JB,46,0,382240.0,255,1,2
28910I47TA,47,1,732752.0,382,1,3
28913Y07FV,51,0,739028.0,262,0,2
28919L83JA,37,1,470029.0,323,1,2
28924G94UJ,63,1,144581.0,286,0,2
28924T51VS,51,1,523435.0,77,0,1
28925P61RP,31,1,337646.0,238,0,2
28931W55FO,64,1,218925.0,202,0,2
28932F13KO,38,0,393407.0,288,0,2
28934J90GC,29,0,174915.0,649,1,4
28937G25HN,27,0,247712.0,984,1,4
28939D42AR,47,1,511160.0,247,0,2
28941X14TV,53,0,203674.0,618,1,4
28942H83CB,36,1,766203.0,498,1,3
28942T96QX,27,1,360891.0,360,1,2
28945I16YG,61,1,281165.0,374,1,3
28947I73BP,25,0,280827.0,310,0,2
28947T83JH,62,1,406312.0,581,1,4
28951D56FH,51,1,295685.0,68,0,1
28951U83EO,44,1,524560.0,397,1,3
28951U87GX,32,1,274523.0,305,0,2
28956Y73WA,30,1,396107.0,498,1,3
28961H32WC,34,0,276811.0,185,1,1
28961P41FX,37,1,321824.0,72,0,1
28961W68VH,49,0,590917.0,332,0,2
28965V33AF,32,1,435324.0,320,1,2
28966X36AQ,64,1,412776.0,423,1,3
28966Z22PE,31,1,177848.0,467,1,3
28969A35YE,46,1,289451.0,234,0,2
28969Q46PE,30,0,140383.0,435,1,3
28970N57TM,31,0,215924.0,805,1,4
28971F41BW,48,1,349067.0,440,1,3
28971K57YF,43,0,450105.0,273,0,2
28974D05NA,45,0,463082.0,391,1,3
28974U06NZ,31,0,157149.0,255,0,2
28993A90DR,45,1,346629.0,374,1,3
28998N28YQ,51,0,500023.0,274,0,2
28998S64HT,47,0,463532.0,41,1,1
29000C29WY,30,1,393043.0,187,1,1
29002J33JO,37,0,375794.0,219,1,2
29006A39TR,35,0,106943.0,248,0,2
29011E94PJ,49,0,355577.0,414,1,3
29016N79CB,59,1,129771.0,254,0,2
29020H88SS,43,0,309999.0,420,1,3
29022X21MG,37,0,110343.0,235,0,2
29026T12OD,36,1,402411.0,193,0,1
29027I21GD,54,1,349088.0,7,0,1
29029W99OS,37,0,468746.0,108,1,1
29033U63RC,27,1,440632.0,374,0,3
29035Z58UT,59,1,272776.0,300,0,2
29040E80ZC,40,0,428061.0,255,1,2
29044D46TU,30,1,499677.0,490,0,3
29046C11XL,34,0,260603.0,343,1,2
29047E55IE,51,1,277840.0,343,0,2
29054C39GS,29,0,131800.0,375,0,3
29058A93TC,55,0,695779.0,3,0,1
29060C93HK,58,0,272005.0,782,1,4
29061O77IS,28,1,455919.0,102,0,1
29062R13VE,31,1,379689.0,295,0,2
29064H81TM,56,1,208952.0,895,1,4
29069Y52PY,36,0,369434.0,406,1,3
29070H27FQ,50,0,529928.0,101,0,1
29072B32YU,33,0,224797.0,376,1,3
29072M42UL,48,1,293000.0,212,0,2
29075I51TM,36,0,421171.0,499,1,3
29092Y85IH,37,1,636093.0,482,1,3
29094A93YX,39,0,317427.0,290,0,2
29094T30UC,42,0,308851.0,265,0,2
29099M99FX,30,0,203402.0,459,1,3
29111N24TR,44,0,667405.0,575,1,4
29112K63QD,39,1,485077.0,454,1,3
29119U96OK,32,1,224741.0,248,1,2
29121A78BX,63,1,452920.0,323,1,2
29121K22XJ,54,0,453663.0,436,1,3
29125B98FX,41,0,386283.0,348,0,2
29126K76KQ,62,1,112755.0,493,0,3
29126O25TQ,60,1,506179.0,317,0,2
29129S32AN,49,0,117372.0,236,1,2
29129S67WQ,51,1,249224.0,415,0,3
29133K26FL,54,0,165294.0,273,1,2
29133L92PF,61,1,82109.0,291,0,2
29140S58VO,45,1,321707.0,863,1,4
29141P03BK,41,0,335585.0,439,1,3
29144O94CY,57,1,349387.0,303,1,2
29146G52ZG,55,1,391197.0,883,1,4
29150Z79CQ,47,1,705944.0,457,1,3
29152Q03CO,57,1,303347.0,548,1,4
29154B70NY,64,1,447664.0,372,0,3
29154J23ZS,34,1,206384.0,433,1,3
29159R17IX,54,1,107043.0,112,0,1
29162W12PM,35,0,115619.0,250,0,2
29169Z64VJ,44,1,398171.0,393,1,3
29170Z27PM,38,0,266025.0,499,1,3
29173A76IN,28,1,316131.0,306,1,2
29174R38XS,31,0,113657.0,388,0,3
29179G14QY,37,0,482753.0,225,1,2
29186P34KR,27,0,293257.0,341,0,2
29190Q75DL,54,0,296654.0,337,0,2
29193N43IF,31,1,139400.0,308,0,2
29194R10KU,25,1,299965.0,188,0,1
29198G73MH,26,1,430773.0,279,0,2
29198K08GD,54,0,192380.0,468,1,3
29200Q09HR,40,0,323996.0,393,1,3
29201H89KG,64,1,477296.0,348,0,2
29202E04RE,38,0,326927.0,178,0,1
29202J41MX,50,0,277254.0,234,0,2
29203H21UH,34,1,411651.0,110,0,1
29204G55UV,65,0,580303.0,108,0,1
29204V05MP,49,0,409627.0,450,0,3
29208A83YT,62,1,332037.0,391,1,3
29208N93XW,61,1,322003.0,378,1,3
29209U21PO,61,0,616333.0,425,0,3
29210B04JT,60,1,462205.0,54,1,1
29210X57CQ,41,1,782339.0,651,1,4
29211M81AJ,59,0,468127.0,255,1,2
29214D82AJ,46,1,466283.0,395,1,3
29216D50BG,39,0,381358.0,260,0,2
29217A53UV,46,0,145348.0,447,0,3
29219W64GB,27,1,264909.0,204,1,2
29220K82YI,33,1,429555.0,495,1,3
29225V60AT,36,0,156908.0,412,1,3
29230C59SA,42,0,129799.0,460,1,3
29230H45NB,60,1,99816.0,372,0,3
29233J55YK,26,1,426572.0,214,1,2
29234D48VO,57,0,391444.0,497,1,3
29240G44OH,54,0,546602.0,139,0,1
29240M22GU,63,1,437101.0,279,0,2
29241L97ZK,50,0,292244.0,241,0,2
29241V68HW,31,1,462875.0,365,1,3
29246Z14FN,59,1,91872.0,808,0,4
29251P93WD,54,1,508971.0,479,1,3
29252K65YW,38,0,105218.0,451,1,3
29257I44CU,47,1,633971.0,422,1,3
29258D06CT,25,1,249189.0,458,1,3
29258G70YS,56,1,494813.0,218,0,2
29262G29CH,55,1,218821.0,508,1,4
29265R18RS,49,0,273935.0,251,0,2
29265T64SJ,49,1,435219.0,329,1,2
29266Y09XX,57,0,425162.0,496,1,3
29267I77FS,51,0,398200.0,853,1,4
29271F42ZA,39,1,499981.0,780,1,4
29278X22IW,61,0,616411.0,741,1,4
29279U64BQ,51,1,381896.0,112,1,1
29286U37ZX,31,1,345357.0,345,0,2
29287P00FF,49,1,383659.0,882,1,4
29290C76LV,65,0,212931.0,478,1,3
29292S02NL,39,0,197704.0,315,0,2
29292T57NU,34,1,173661.0,205,1,2
29308P90PC,26,0,117909.0,381,1,3
29308P94BT,33,1,328513.0,455,0,3
29313B05VJ,45,1,664347.0,190,0,1
29314S18SR,43,0,340503.0,242,0,2
29315S08CE,41,1,287672.0,86,1,1
29317U39HR,37,0,159537.0,381,1,3
29320C84AU,46,0,257174.0,199,1,1
29320F22JI,65,0,652184.0,231,0,2
29323W80ZW,31,0,155432.0,314,1,2
29325F80FR,62,1,106968.0,815,1,4
29329M82NN,32,1,366235.0,414,1,3
29331H53BL,27,0,152123.0,48,1,1
29338V72GM,65,0,370900.0,493,1,3
29339B09VR,53,0,496268.0,661,1,4
29339W24BY,53,1,97245.0,674,1,4
29345M11OJ,56,1,269173.0,209,0,2
29347G26VP,58,1,383277.0,365,1,3
29353O18SD,64,1,361640.0,269,0,2
29354D96VZ,52,0,512321.0,509,1,4
29354P91EK,47,1,399677.0,384,1,3
29354T44AF,49,0,218511.0,97,0,1
29355K27KR,39,1,502963.0,409,1,3
29359Z78FE,57,0,424742.0,310,1,2
29361U52JB,49,0,124117.0,228,0,2
29364I20EA,51,1,186603.0,18,0,1
29366I60HJ,62,1,487443.0,341,1,2
29370J68HG,59,0,766557.0,276,0,2
29372C65LH,25,1,431213.0,427,1,3
29377Y80DJ,58,1,325688.0,140,0,1
29379J87II,27,1,216248.0,241,1,2
29379Z31NL,35,0,140881.0,350,0,2
29381C97SB,56,0,126142.0,779,1,4
29388F09MB,27,0,111001.0,132,0,1
29390C41DA,32,1,443776.0,18,0,1
29392F80SL,35,0,248805.0,449,0,3
29394G95DG,46,0,506333.0,58,0,1
29398B08LP,52,1,184171.0,235,0,2
29398Y76DO,27,1,361544.0,340,0,2
29399H45HW,65,1,111197.0,84,0,1
29401J82YM,51,0,169814.0,475,0,3
29403O64JR,28,0,247084.0,388,1,3
29403Y42VA,42,1,555805.0,53,0,1
29404Z05JZ,40,0,442038.0,318,0,2
29409W58YD,34,1,409059.0,403,0,3
29411H81JD,57,0,532867.0,47,1,1
29415Y03YH,58,0,442860.0,270,0,2
29416P90NA,61,0,308595.0,494,0,3
29417K23QJ,64,1,394181.0,615,1,4
29417U19AQ,53,0,126940.0,245,1,2
29418H93VZ,31,1,138589.0,499,1,3
29422I05VH,63,1,423000.0,8,0,1
29433H48QR,35,1,432809.0,378,0,3
29434O43UL,38,0,581587.0,309,0,2
29434X40RV,52,1,503819.0,462,0,3
29435L46JU,56,0,91541.0,239,0,2
29436K32MV,37,0,227840.0,137,0,1
29436Z69FD,45,1,523344.0,296,0,2
29441W06RU,45,0,491738.0,343,1,2
29448I95FU,36,1,425192.0,280,0,2
29457L23AT,47,1,403480.0,505,1,4
29457O11GX,26,0,285296.0,315,0,2
29458E57TX,42,0,485255.0,468,1,3
29458R83ZE,53,1,472005.0,111,1,1
29459E13AS,29,1,210605.0,310,1,2
29460W95FV,36,1,307115.0,477,1,3
29465O63UP,59,0,110648.0,264,1,2
29467E92ZK,51,0,219522.0,654,1,4
29468Q30CT,65,0,664924.0,304,0,2
29471H67PN,60,1,350237.0,407,1,3
29475A09RO,28,1,400075.0,331,1,2
29477F59MN,35,1,378680.0,286,1,2
29481A53BG,32,1,280928.0,131,0,1
29481V98AE,32,0,165476.0,249,1,2
29484H68GH,25,1,367663.0,323,1,2
29485A90XP,57,1,355613.0,514,1,4
29487R90HZ,45,0,242521.0,357,0,2
29487Z70VH,49,0,711323.0,83,1,1
29488U52UY,33,1,475133.0,402,1,3
29489M76OF,25,1,238155.0,104,0,1
29490J34QU,52,1,241389.0,677,1,4
29496A20QZ,29,0,236314.0,139,0,1
29496H89JK,26,0,219795.0,470,0,3
29496K07SX,28,0,128888.0,773,1,4
29497O79BV,34,1,405136.0,476,1,3
29499K91FS,44,0,247449.0,250,1,2
29500C41PV,30,1,406272.0,274,1,2
29502G79NM,48,0,234621.0,229,0,2
29502S08UU,43,1,546109.0,324,1,2
29505D28IJ,51,0,758449.0,25,1,1
29506T62WM,47,0,200784.0,292,1,2
29511M55JD,38,0,342555.0,264,1,2
29516Q80UX,43,0,755651.0,1017,1,4
29517C32OR,28,0,153040.0,303,1,2
29518W48MH,39,0,441406.0,428,1,3
29519F68RG,32,1,352779.0,209,1,2
29520B65KV,47,0,101529.0,316,0,2
29521P11QP,53,0,152912.0,371,1,3
29525B49EE,55,1,152851.0,648,1,4
29527F69OE,59,1,249107.0,959,1,4
29528X00NW,52,1,456427.0,53,1,1
29533B75QH,27,0,296520.0,349,1,2
29533D44PV,44,0,560523.0,303,0,2
29543F86OQ,25,0,152682.0,129,1,1
29544N64GE,47,1,332053.0,360,0,2
29548N10YF,36,0,539301.0,535,1,4
29551V66SN,60,0,531598.0,21,1,1
29552X25FW,60,1,312312.0,219,0,2
29553I08RG,29,0,226066.0,204,1,2
29558J06XY,34,1,415691.0,344,1,2
29564S03EX,47,0,210560.0,391,1,3
29567H72AR,34,0,233008.0,225,0,2
29569K88SU,63,0,470683.0,930,1,4
29571V74GD,41,1,693168.0,327,0,2
29575C05NP,28,0,216785.0,864,1,4
29577F30NV,62,0,564061.0,658,1,4
29580V61SR,36,0,356315.0,345,0,2
29582C49TG,31,1,174781.0,382,1,3
29583H78RQ,45,1,333160.0,278,1,2
29585J19WY,33,1,218349.0,235,1,2
29587B50DA,53,0,597712.0,19,0,1
29592V63GS,57,0,755579.0,881,1,4
29592X30GZ,51,1,210757.0,117,1,1
29593W06RI,51,1,380779.0,481,1,3
29596O70EY,45,0,393156.0,479,1,3
29600E39TM,61,1,235136.0,465,0,3
29609F73DT,56,0,108100.0,871,1,4
29610D97FY,29,0,218391.0,404,1,3
29612P61OW,34,0,299159.0,102,0,1
29618Q49PB,34,1,489464.0,499,1,3
29623C88XD,37,1,559163.0,723,1,4
29626K01FN,39,1,725413.0,801,1,4
29629A32XC,27,1,330917.0,205,0,2
29633U11TB,27,0,151304.0,447,1,3
29634M53HW,26,1,454817.0,469,1,3
29639R41ES,32,0,214773.0,407,0,3
29640U69ML,39,0,140480.0,256,0,2
29641R99UZ,56,0,306459.0,282,1,2
29643P49ZW,36,0,260830.0,338,0,2
29643Q19HA,48,0,330539.0,208,0,2
29648U88VL,54,0,426569.0,350,0,2
29649C78GG,44,0,355288.0,411,1,3
29652C49WQ,59,1,319605.0,240,0,2
29652P49PU,26,1,220773.0,387,1,3
29653Z61VW,32,1,377240.0,230,0,2
29658B47NU,37,0,376054.0,474,1,3
29658V47AT,52,0,226498.0,526,1,4
29659J28GL,52,0,82326.0,521,1,4
29659L30LX,32,1,473685.0,393,0,3
29659L82YM,27,1,428217.0,363,1,3
29661K55UH,42,0,413642.0,274,1,2
29662V62DW,29,0,271694.0,372,0,3
29663U67UD,54,0,438553.0,516,1,4
29664E70YL,59,1,271808.0,281,0,2
29665U58IV,27,1,246373.0,245,1,2
29670H84JA,27,0,153515.0,264,0,2
29670O15DP,56,1,171304.0,13,1,1
29671N05NP,31,0,111770.0,181,0,1
29671R72RE,51,1,146816.0,268,0,2
29674I12AC,31,0,178895.0,327,0,2
29674K91YJ,49,0,128018.0,254,1,2
29678A66XW,43,0,216658.0,356,1,2
29679I96VE,42,1,267091.0,343,0,2
29680U65TM,60,1,442416.0,336,1,2
29680Y48AJ,26,1,402184.0,303,0,2
29681Z56VG,56,0,480228.0,5,1,1
29682J87OY,61,1,532547.0,120,0,1
29684M73RE,63,0,601532.0,122,0,1
29687T35JI,46,0,753341.0,229,0,2
29688C30YG,54,0,573731.0,341,0,2
29688C40YZ,61,0,214735.0,234,1,2
29691U88JC,36,1,301675.0,220,1,2
29694K57VI,57,0,379858.0,199,1,1
29694L54TY,37,0,199317.0,385,1,3
29695Z18WW,27,0,111909.0,306,0,2
29696P24CU,27,0,165659.0,613,1,4
29701H70XG,31,1,300521.0,429,1,3
29702L29CQ,59,1,463715.0,164,1,1
29705E30RT,41,1,689565.0,311,1,2
29705F82CH,59,0,795674.0,277,0,2
29705J45CJ,55,1,93589.0,614,0,4
29706S73VP,44,0,317164.0,383,1,3
29708G82PA,26,1,288165.0,302,1,2
29708T90UX,47,0,262656.0,206,0,2
29710J45YO,46,0,253837.0,157,0,1
29711R00XY,62,1,205253.0,192,0,1
29711X96MX,36,1,774875.0,314,1,2
29714E15IR,29,1,200584.0,318,1,2
29720S84YC,61,1,311467.0,447,1,3
29723K85JT,61,0,309033.0,493,1,3
29723L29PN,53,0,214811.0,788,1,4
29724O58IZ,57,0,378210.0,237,0,2
29726V34II,39,1,794165.0,836,1,4
29727K77NJ,29,1,405766.0,237,1,2
29727S63EV,34,0,100145.0,768,1,4
29728Y47AZ,30,0,242655.0,293,1,2
29729B52CB,46,1,324411.0,865,1,4
29735P58JB,35,0,206842.0,820,1,4
29736Y77IG,47,0,283208.0,263,1,2
29739D97IT,37,0,252084.0,348,0,2
29740V23QZ,64,0,304280.0,209,1,2
29741Z24QX,60,0,673522.0,464,1,3
29751A02TI,36,0,131619.0,257,0,2
29752K56UZ,28,0,287458.0,46,1,1
29752Q20DQ,56,0,211067.0,638,1,4
29752X56EM,45,0,161490.0,402,1,3
29755N12OG,47,1,477203.0,303,0,2
29756O96KV,43,0,101446.0,235,0,2
29757B92LL,53,1,177696.0,328,0,2
29757O53NX,51,0,465949.0,269,0,2
29757Z66XV,40,0,218472.0,137,0,1
29759Z05WK,49,0,320136.0,325,1,2
29765F91DD,56,1,212088.0,145,0,1
29765H06QO,36,0,317266.0,100,0,1
29768H00MK,63,1,209979.0,225,0,2
29770C07OA,40,0,220320.0,183,0,1
29770I35FS,60,0,311981.0,484,1,3
29778K49XB,42,1,604445.0,169,0,1
29778Y28EY,25,0,116856.0,72,0,1
29780X51SP,28,1,321936.0,311,1,2
29783F64AL,30,0,244628.0,108,1,1
29783R42DR,58,1,469187.0,256,1,2
29786A38HT,43,1,360373.0,110,0,1
29789D54ZG,54,0,643550.0,371,1,3
29790F76NU,59,0,449292.0,452,1,3
29792O06KM,48,0,323718.0,307,0,2
29793X33JD,39,1,622637.0,292,1,2
29800R16YS,52,1,406035.0,585,1,4
29801U79FF,50,1,472555.0,815,1,4
29803L31DF,27,1,290536.0,243,0,2
29805A05FX,26,0,285974.0,500,1,3
29822O16NY,39,0,334215.0,289,1,2
29823C72IW,35,1,440960.0,349,0,2
29830M21OA,43,1,403907.0,516,1,4
29831K38BU,42,1,458901.0,293,0,2
29833J11PP,32,0,222298.0,313,0,2
29834F35MX,59,1,85021.0,436,1,3
29837J86CM,52,0,560684.0,472,1,3
29843D61CK,32,1,363720.0,175,1,1
29848L84ER,56,1,479848.0,311,0,2
29851F48KX,29,0,264854.0,80,1,1
29851Z59QS,27,0,128889.0,116,0,1
29852K90GD,37,0,387938.0,406,1,3
29853J13QQ,27,0,141904.0,202,0,2
29859U60KZ,38,0,312164.0,366,1,3
29864M98LO,39,1,701301.0,442,1,3
29865W80QY,43,0,234628.0,473,1,3
29868J01UV,28,0,216099.0,584,1,4
29874O15WA,59,0,758597.0,106,1,1
29874W03LQ,62,1,454995.0,273,0,2
29876W05DM,49,1,471789.0,352,0,2
29882F32AY,56,1,326096.0,601,1,4
29882W05MB,59,0,762255.0,833,1,4
29887Q43KN,46,0,488273.0,374,1,3
29888A07JG,59,1,136677.0,590,0,4
29888Q18MG,34,0,293591.0,23,1,1
